#EVID      lat         lon       depth[km]  erLat[m] erLon[m] erdep[m]   yy mm dd hh mi sec     Mlv T    RMS GAP MDist Nob
201402009  26.457413   90.114083    28.109     934.9   1614.5   3255.1 2014 02 04 13 27 28.806  2.5 T  0.085 277  60.9  17
201402010  27.193821   88.971909    25.023    4155.0   1509.5   8354.4 2014 02 04 17 56 47.572  1.9 T  0.051 285  61.3   9
201402011  27.473148   91.999575    -0.016    6488.0   2392.2  11335.0 2014 02 04 18 03 47.171  1.6 T  0.060 304  43.7   5
201402012  27.246655   89.711276    22.582     805.7    537.4   1492.7 2014 02 05 17 21 15.721  1.3 T  0.076  99  15.5  17
201402013  26.006067   90.704814    27.055     951.2   1221.4  12088.5 2014 02 05 21 50 42.846  3.8 T  0.130 197 118.5  14
201402014  27.632880   91.093335    29.789     724.4   1876.4   1387.5 2014 02 06 18 51 48.646  1.6 T  0.130 164  10.9  15
201402015  27.416627   91.609853    13.617    5627.5   1481.3   4546.0 2014 02 07 13 56 22.585  1.0 T  0.054 211   5.0   8
201402016  27.066854   91.789888    -1.422    9405.7   5150.2   6839.9 2014 02 09 05 04 46.232  2.4 T  0.051 282  24.7   6
201402017  27.061120   91.719454    -1.383    2162.6    599.8   4245.7 2014 02 09 12 38 59.391  2.2 T  0.174 237  19.9  12
201402018  26.724863   91.554189    38.793     836.0    733.3   1178.6 2014 02 09 19 32 12.916  2.6 T  0.152 162  10.2  18
201402019  27.607077   90.028997    20.473     817.7   1076.7   1642.7 2014 02 09 21 19 20.352  1.2 T  0.068 171  13.6  14
201402020  26.383281   92.849931    42.270    2215.4    924.0   1294.9 2014 02 10 01 37 31.153  3.8 T  0.195 271 133.5  33
201402021  27.618136   90.114233     5.883    2219.0   1910.1   3046.2 2014 02 12 03 37 37.006  2.0 T  0.102 206   8.6   9
201402022  27.465775   92.086717    -3.961    2521.7   1174.5   7660.2 2014 02 12 19 37 41.513  2.5 T  0.159 287  52.1  14
201402023  26.762953   89.481409    27.367    5437.8   1417.4   1753.2 2014 02 12 21 33 49.201  1.5 T  0.130 329  13.9  12
201402024  25.250410   89.913547     7.816    1574.0   1999.5   1549.0 2014 02 14 13 10 52.427  4.4 T  0.465 269 182.1  23
201402025  27.179076   90.217972    24.398    1375.9   2547.4   2952.9 2014 02 14 15 15 23.191  1.5 T  0.030 194  15.4   6
201402026  27.375670   91.482144    12.289    1596.0   1178.2   3329.0 2014 02 15 17 39 02.200  0.9 T  0.017 144   9.2   7
201402027  26.246894   89.916141    32.445    1954.0   2277.7   5670.2 2014 02 16 01 11 28.852  2.6 T  0.112 298  76.4  14
201402028  26.847324   89.325033    25.297    5082.1   1622.4   5104.1 2014 02 16 22 10 00.510  0.9 T  0.079 299  21.3  12
201402029  27.364202   89.639189    30.258    1388.9    587.6   1323.7 2014 02 17 10 59 16.065  1.5 T  0.079 127   8.2  13
201402030  26.769506   89.445569    27.289    1732.0   1536.3    824.7 2014 02 17 15 17 32.960  2.8 T  0.099 295  15.9  19
201402031  27.381404   91.704977    -2.047    2735.5   1604.8   5463.5 2014 02 17 17 27 46.294  1.0 T  0.064 279  15.0   5
201402032  27.014429   89.218473    27.484    2754.6    973.0   2557.4 2014 02 17 19 46 12.967  1.1 T  0.087 290  31.5  15
201402033  27.922037   89.102190    -3.922    4666.2   1692.8  11512.2 2014 02 18 22 01 46.453  2.1 T  0.078 300  61.5  11
201402034  27.304405   92.486792    -3.844   16417.3   2287.7   8353.9 2014 02 19 15 47 04.613  2.8 T  0.153 310  88.3  11
201402035  26.246894   91.431315    34.477    3990.4   1035.8   3376.7 2014 02 20 03 31 10.207  3.0 T  0.141 197  62.1  16
201402036  26.837495   89.903488    25.609     682.9   1002.2   2143.9 2014 02 21 02 21 33.289  2.5 T  0.069 225  28.3  13
201402037  27.383861   89.425936    34.008    6260.5   3078.9   2976.7 2014 02 22 19 18 00.528  1.1 T  0.042 266  14.6   8
201402038  28.208736   90.105149    23.031    9322.2   2862.8  12127.2 2014 02 22 22 38 53.157  2.0 T  0.104 338  50.8   9
201402039  27.076274   92.508261    55.707    1610.2   1186.3    929.2 2014 02 23 17 04 52.536  5.2 T  0.100 225  91.3  26
201402040  27.301333   91.286174    12.357     434.8    404.4   1415.2 2014 02 23 21 56 29.124  2.1 T  0.062  82  14.6  25
201402041  27.476424   91.922064    -2.984    4646.1   1526.7   8755.2 2014 02 24 16 38 13.364  1.2 T  0.046 289  36.2   7
201402042  26.733873   92.244911    49.223    1799.6   1020.8   1282.1 2014 02 24 16 42 10.522  3.3 T  0.108 233  73.2  21
201402043  27.300923   91.285479    12.592     475.4    394.0   1868.1 2014 02 24 17 55 45.140  2.0 T  0.076  82  14.5  24
201402044  28.752645   95.103700    95.844   12504.6   3539.0  29610.0 2014 02 24 18 03 15.025  4.7 T  0.243 312 374.4   7
201402045  27.665646   90.349909    15.961     670.0   1704.8   4814.0 2014 02 24 19 26 30.066  1.6 T  0.121 173  23.6   7
201402046  25.250819   93.648792     6.352    4080.3   1763.1   2949.1 2014 02 26 20 58 55.663  4.9 T  0.549 320 183.9  13
201402047  26.889920   92.327908    33.422    4406.5   2277.4   7895.5 2014 02 27 19 52 02.212  2.5 T  0.075 318  78.0  11
201402048  27.646805   92.523492    22.016    3773.8   1932.5  11430.6 2014 02 27 20 30 12.946  2.3 T  0.197 317  97.9  11
201402049  27.079960   89.090764    18.109    5094.5    991.8  11585.7 2014 02 27 23 32 40.011  1.2 T  0.038 296  44.5  13
201403001  27.190954   89.016843    32.152    2064.9    736.3   2849.3 2014 03 01 16 16 02.579  2.7 T  0.083 278  52.9  23
201403002  26.067502   90.591390    25.609     935.7   2699.1   9937.5 2014 03 01 20 09 36.966  2.3 T  0.092 263 114.4  13
201403003  27.303176   91.285841    11.215     682.3    430.1   3311.2 2014 03 01 22 49 08.257  1.7 T  0.055  82  14.8  20
201403004  27.516562   89.898462    29.789    3258.8   1511.1   2429.9 2014 03 04 06 34 04.723  1.7 T  0.037 235  16.4  11
201403005  26.432020   92.305494    50.492    2448.2   2249.4   1333.6 2014 03 04 16 35 11.977  3.3 T  0.149 313  90.3  19
201403006  26.975110   89.130683    20.766    4649.3   1206.6  10200.9 2014 03 04 18 51 39.583  1.3 T  0.049 300  39.0  12
201403007  26.918999   89.909259    23.676     649.0    902.5   2096.3 2014 03 05 08 23 07.823  2.5 T  0.076 194  22.7  16
201403008  25.518678   91.111074    36.312    4446.7  21408.7   9709.7 2014 03 05 18 05 22.492  2.6 T  0.056 314 147.6   7
201403009  27.013610   89.200553    24.945    5233.6   1287.3   8857.6 2014 03 05 21 17 45.066  1.1 T  0.099 290  33.2  13
201403010  26.563902   93.276044    34.281   27420.6   4810.4  19898.4 2014 03 06 07 11 18.306  3.8 T  0.072 297 177.3   7
201403011  27.283107   88.972065    22.172    4389.5   2173.3   8844.3 2014 03 06 09 11 11.726  2.5 T  0.062 309  55.9  11
201403012  26.310378   90.176941    22.777     458.7    955.5   1261.9 2014 03 06 12 39 52.892  4.2 T  0.226 199  77.5  48
201403013  27.496493   89.658242    36.918     924.8    561.5   1065.5 2014 03 06 20 51 22.915  1.8 T  0.076 115   1.9  24
201403014  25.449870   88.993387    18.969    6671.9   4799.4   4631.7 2014 03 06 21 52 00.623  3.0 T  0.124 342 167.5  12
201403015  27.088152   91.411986     1.156   11164.3  12468.6   7849.0 2014 03 07 13 44 44.041  1.3 T  0.086 330  22.7   4
201403016  25.550625   91.041780    36.820    7362.1   7387.2  17672.2 2014 03 08 14 07 15.941  3.0 T  0.383 241  81.6  12
201403017  26.205118   89.939632    29.984    2338.4   3639.0  14638.3 2014 03 08 18 08 43.188  2.4 T  0.071 321  81.5   9
201403018  27.332255   92.147042    -3.922    4674.9   1647.8  11415.2 2014 03 08 22 43 23.493  2.1 T  0.147 296  55.8   8
201403019  26.546700   90.450296    35.805     736.3   2018.4   4022.6 2014 03 09 00 23 15.225  2.8 T  0.118 223  60.8  16
201403020  27.554652   89.912805    27.191    1097.9    717.1   1685.0 2014 03 09 23 13 48.854  1.1 T  0.036 187  14.6  14
201403021  26.720357   89.093869    35.961    2581.9   1195.6   2872.5 2014 03 10 04 52 01.053  3.1 T  0.095 315  48.2  24
201403022  27.380585   91.703584    -2.008    2094.1   1368.8   4084.6 2014 03 10 23 34 57.705  1.0 T  0.067 278  14.9   6
201403023  27.378946   91.700799    -0.992    1744.5    791.7   3851.9 2014 03 10 23 36 13.278  1.4 T  0.062 250  14.7   8
201403024  27.380585   91.711887     0.023    2399.3   1247.3   4870.5 2014 03 10 23 47 30.559  1.3 T  0.031 282  15.7   6
201403025  27.704964   90.036208    10.023     950.1    761.0   4309.6 2014 03 11 08 07 57.000  2.0 T  0.199 202  20.7  16
201403026  27.332870   91.929554    14.525    1078.8    471.8    790.6 2014 03 12 20 27 38.497  4.1 T  0.281 198  35.4  42
201403027  27.480520   92.568903    41.039   15135.2   3482.7   4324.5 2014 03 13 20 05 20.271  4.1 T  0.247 313  99.6  22
201403029  25.730016   90.449278    22.016    1793.1   2652.0  13401.3 2014 03 15 15 51 34.019  2.8 T  0.093 286 145.5  12
201403030  27.442839   88.727570     0.023    1609.1   1612.9   2496.9 2014 03 15 18 50 11.975  2.6 T  0.171 306  83.4  17
201403031  27.181534   89.028709    31.391    7568.4   2932.9  13448.8 2014 03 15 23 19 36.880  2.3 T  0.068 300  51.8   8
201403032  27.424818   88.727859     0.023    1318.4    951.2   2261.4 2014 03 16 00 15 34.848  3.3 T  0.200 294  83.3  24
201403033  27.393281   91.390272    12.855    1217.2    544.8   3806.8 2014 03 16 03 21 40.157  1.9 T  0.039  98  17.0  12
201403034  27.334713   92.535745    58.148    2184.1   1532.1   4340.3 2014 03 16 17 07 20.606  2.8 T  0.115 310  93.5  19
201403035  25.795548   90.727649    23.891    1101.5   2666.3  12575.1 2014 03 18 05 57 09.255  3.0 T  0.136 283 139.8  13
201403036  27.605848   88.432376    28.031    2755.8   1386.6   6640.2 2014 03 18 17 14 38.984  3.8 T  0.190 309 114.4  22
201403037  26.333313   89.875262    24.926     994.2   1811.1   2256.3 2014 03 18 20 01 56.476  2.6 T  0.174 262  66.0  23
201403038  28.338160   87.946443    41.078   35518.8  28215.1  20249.3 2014 03 18 22 26 35.810  4.1 T  0.407 336 180.7  11
201403040  27.623050   89.908972    12.523    3004.5    983.0   5096.7 2014 03 21 18 08 44.826  0.9 T  0.070 264  11.6  10
201403041  26.838314   89.981975    23.383     950.9   2560.3   3506.3 2014 03 22 00 59 48.722  1.6 T  0.044 237  22.9   9
201403042  26.606087   90.426221    31.957     368.0   1035.2   2383.1 2014 03 22 07 32 27.807  3.7 T  0.169 209  53.9  42
201403044  26.865345   88.963975    20.219    6581.0   3473.4  14113.1 2014 03 22 18 13 57.326  1.8 T  0.060 325  59.4  10
201403045  27.702507   90.409534    27.328     726.4   1529.9   2440.6 2014 03 23 07 49 41.266  2.5 T  0.240 186  30.8  15
201403046  27.745921   91.332745    27.680    1183.4   1882.2   1370.4 2014 03 24 21 38 15.805  1.3 T  0.066 268  12.7  11
201403047  27.494445   92.124529    -3.844    3085.2   1235.6   8345.8 2014 03 25 13 17 42.574  2.5 T  0.204 300  56.2  10
201403048  27.016886   89.412915    10.258    2629.7    612.0   4393.8 2014 03 27 15 10 56.588  1.1 T  0.131 247  14.8  12
201403049  25.490008   90.810101    27.602    1151.0   3776.9   4574.5 2014 03 27 18 44 43.276  3.3 T  0.153 296 161.0  15
201403050  26.645816   94.592257     0.062   19539.2   3169.5  26177.9 2014 03 28 03 10 00.255  5.0 T  0.135 316 295.9  18
201403051  27.213480   89.256259    26.195    4597.8    797.9   6317.8 2014 03 29 01 49 35.496  1.7 T  0.089 259  29.6  16
201403052  27.637795   89.886701    20.336     644.9    898.2   1430.5 2014 03 29 20 05 20.027  1.4 T  0.062 149   9.4  16
201403053  26.145321   90.245153    23.930     642.7   1795.8   3264.4 2014 03 29 20 07 31.756  4.0 T  0.145 169  96.4  43
201403054  27.352734   91.631346    -0.992    2292.0    844.0   4824.5 2014 03 30 05 04 18.716  1.7 T  0.067 220  10.5   6
201403055  27.428914   92.145713    -3.844    9764.9   3815.3  15821.1 2014 03 31 09 48 15.648  2.3 T  0.039 316  59.1   4
201404001  26.307511   92.775062    42.445   10014.3   6335.2   4406.9 2014 04 01 17 45 05.787  4.9 T  0.165 322 138.7  34
201404002  27.211023   89.464910    36.078    4929.4   1064.8   1962.2 2014 04 02 05 41 30.380  1.6 T  0.085 210   9.7  13
201404003  25.855345   91.373593    44.398    2761.4   1745.8   5143.2 2014 04 03 01 27 55.649  3.7 T  0.265 304 105.9  22
201404004  26.967328   89.085973    34.770    1821.0   1037.0   1403.3 2014 04 04 19 33 31.844  3.1 T  0.093 287  43.3  26
201404006  27.559157   90.948795    32.523    1054.3   1732.1   2214.6 2014 04 05 18 44 45.094  1.6 T  0.086 224  24.4  10
201404007  27.325702   89.126379    26.859    5330.2   1544.9  10063.3 2014 04 06 00 56 40.572  2.2 T  0.061 293  44.3  11
201404008  25.772612   93.669329    -2.984   13045.7   7863.4  14285.5 2014 04 06 06 37 50.980  5.1 T  0.141 338 246.1  13
201404009  25.560454   90.742183    26.586    1117.4   2517.2   4581.1 2014 04 06 17 42 46.901  2.9 T  0.125 292 157.1  14
201404010  27.057024   89.074496    26.391    5350.1   1485.8  11602.8 2014 04 06 18 17 08.478  1.5 T  0.046 306  46.2  11
201404011  27.132385   89.040401    29.516    5964.8   1334.7  12549.1 2014 04 06 19 56 57.377  1.8 T  0.053 309  49.6  13
201404012  26.590114   92.617140    57.094    8243.1   5625.9  27127.9 2014 04 06 21 40 52.829  2.2 T  0.077 337 113.5   9
201404013  25.866813   90.595331    21.039     825.9   2595.7   5501.9 2014 04 07 14 27 38.916  3.3 T  0.179 278 135.2  16
201404014  27.042280   89.082960    28.656    6153.0   1568.4  12433.9 2014 04 08 10 35 52.965  1.7 T  0.074 305  45.2  10
201404015  27.247884   88.968403    34.398    2460.9    950.0   3819.0 2014 04 08 20 02 56.707  2.6 T  0.054 282  58.3  22
201404016  27.594790   90.008253    18.559     899.2   1083.8   2003.7 2014 04 09 12 53 03.436  1.6 T  0.059 159  14.9  11
201404017  27.216347   89.793010    21.879     969.4    688.5   2512.8 2014 04 09 21 58 12.628  0.9 T  0.046 134  24.2  14
201404018  29.605371   89.298509    95.961    4085.6   4182.3   3420.1 2014 04 11 09 32 46.184  4.2 T  0.426 270 176.9  16
201404019  26.395159   91.025109    38.266    3181.7   4334.9   8184.0 2014 04 11 12 36 21.025  2.5 T  0.033 297  78.2   7
201404020  27.028354   89.183830    25.805    2912.9    954.3   3306.6 2014 04 11 16 23 31.442  1.6 T  0.082 291  35.9  14
201404021  25.561273   91.062259    38.031    7199.9  13987.1  27689.4 2014 04 11 16 50 22.302  2.6 T  0.068 240  79.6   6
201404022  27.162284   89.419098    12.582    2801.9    568.9   3393.6 2014 04 12 01 44 46.981  1.7 T  0.068 230  13.3  14
201404023  27.520248   90.941016    13.363     424.6    622.3   1616.8 2014 04 12 12 10 15.051  3.4 T  0.274  75  26.7  20
201404024  27.518815   90.938586    19.115     374.2    663.6   1058.5 2014 04 12 12 20 11.186  4.1 T  0.261 126  26.7  27
201404025  25.722644   90.810705    36.195    1073.5   2094.2   1788.4 2014 04 14 13 11 40.387  3.6 T  0.102 287 152.2  18
201404026  27.204879   91.457839    10.473     836.8    603.7   1767.1 2014 04 14 16 27 08.657  1.9 T  0.098 127   9.6   9
201404027  27.804900   89.369017    15.961    2444.4   1196.0   6780.1 2014 04 15 17 46 22.644  2.0 T  0.043 274  34.7  11
201404028  26.987397   89.247737    23.773    2613.5    895.3   2198.0 2014 04 16 11 26 43.437  2.6 T  0.083 275  27.9  12
201404029  25.894664   90.751059    23.930     994.8   2206.1   5875.5 2014 04 16 17 53 29.755  2.9 T  0.124 278 138.6  18
201404030  29.917463   90.464294    71.703    3799.5   6033.6   6150.7 2014 04 23 15 07 57.569  3.9 T  0.951 273  68.2   7
201404031  25.746399   90.869425    35.766    2536.1   4623.5   8836.9 2014 04 24 23 36 19.385  3.4 T  0.229 286 147.2  10
201404032  27.434648   88.619718    22.992    2616.0   2700.3   2026.4 2014 04 25 20 49 46.105  3.2 T  0.280 320  95.0  10
201404033  27.243379   91.407036    11.449     788.9    813.1   1484.3 2014 04 26 07 06 57.043  2.7 T  0.098  96  10.9   9
201404034  26.522945   93.096533    39.047    4666.3   5506.6   9583.9 2014 04 26 19 36 08.718  3.0 T  0.189 333 161.3   8
201404035  25.897121   90.241594    44.203    1681.2   3330.4   8781.7 2014 04 27 18 40 23.835  2.8 T  0.111 279 123.8   8
201404036  27.516562   90.954163    10.805     676.8    747.8   5765.9 2014 04 28 20 45 28.346  2.1 T  0.060 127  28.0   9
201405001  26.080609   89.097537    11.703    4369.4   3487.4   6422.0 2014 05 01 04 52 45.998  3.3 T  0.127 310  98.9   7
201405002  27.558338   88.380605    32.953    4857.6   2227.2   3242.3 2014 05 02 11 15 05.863  3.9 T  0.089 310 120.5   8
201405003  27.265905   91.282122    13.070    1320.9   1617.4   6351.0 2014 05 03 22 09 17.172  1.5 T  0.063 160  11.3   5
201405004  27.310139   90.461021    21.273     611.2    689.1   1753.3 2014 05 06 05 13 20.478  2.8 T  0.052 107  21.8  11
201405005  27.200783   91.529642    11.020    1201.3    907.9   1673.2 2014 05 06 07 50 16.565  2.4 T  0.032 183   8.9   7
201405006  26.283755   89.944734    49.984    2930.6   5838.5  10869.7 2014 05 08 04 53 27.809  2.6 T  0.181 264  74.1   7
201405007  25.615337   92.019083    36.391   13687.9   6201.0  16596.3 2014 05 08 21 31 59.805  4.2 T  0.363 265  17.2  12
201405008  27.247474   91.376664    14.535    1058.8    832.1   2284.4 2014 05 15 10 24 57.385  2.6 T  0.071 105  13.6   8
201405009  26.563082   92.909242    43.227    3837.7   1862.4   2686.8 2014 05 18 19 33 54.427  4.3 T  0.165 273 142.1  13
201405010  27.249113   91.373913    15.473     912.0    742.9   1686.8 2014 05 20 05 42 04.028  3.5 T  0.106  95  13.8  16
201405011  27.226996   89.965670    22.113     530.1    617.2   1192.0 2014 05 20 17 22 10.844  3.3 T  0.168  75  28.7  18
201405012  27.660321   91.188511    17.387     649.4   1207.7   2842.7 2014 05 20 21 32 21.812  2.8 T  0.111 185  29.0  12
201405013  25.823398   90.834174    47.719    3034.3   5108.2  26313.6 2014 05 21 23 59 23.459  3.3 T  0.033 301 141.3   5
201405014  26.399254   89.819349    30.336    1938.5   2462.1   4312.4 2014 05 24 16 59 32.158  2.5 T  0.101 310  56.9   8
201405015  27.247884   91.378740    14.008    1251.5    836.9   3410.4 2014 05 27 01 31 54.153  2.2 T  0.048 121  13.4   6
201405016  27.249932   91.378065    15.473    1150.5    830.5   3235.2 2014 05 28 00 40 25.213  2.8 T  0.071  95  13.4   7
201405017  26.417275   93.235463    34.164    3843.4   2466.2   7004.0 2014 05 29 00 35 25.368  4.5 T  0.180 287 165.8  13
201405018  25.250819   92.043023    54.008   14228.2  13918.7   8150.5 2014 05 29 01 23 49.989  4.2 T  0.313 325  40.0  10
201405019  26.001152   90.920804    40.258    1065.3    963.5   6125.8 2014 05 29 16 39 21.135  3.6 T  0.295 188 105.6  16
201405020  26.619194   90.351995    31.723     436.0    921.5   1781.0 2014 05 30 06 37 50.892  4.5 T  0.227 161  48.8  24
201405021  27.250341   91.377377    14.516    1221.0    851.6   2546.9 2014 05 30 06 57 23.605  2.6 T  0.069 106  13.4   7
201405022  27.596838   89.950707    25.102     952.0   2890.9   1829.7 2014 05 30 13 48 46.025  2.5 T  0.055 236  20.4   8
201405023  27.200374   91.455728    11.352    1616.4   1135.0   2764.4 2014 05 30 17 38 43.674  2.0 T  0.012 132  10.2   5
201406001  27.142215   89.128642    31.703    2712.5    904.3   2422.7 2014 06 02 06 12 35.135  3.5 T  0.107 269  47.9  11
201406002  26.577008   89.242639    28.969    4559.8   3965.8   3968.8 2014 06 03 00 29 00.810  3.0 T  0.086 324  45.3   7
201406003  25.766059   90.885858    41.078    2026.2   4438.7  13677.0 2014 06 04 18 53 26.574  2.5 T  0.185 210  99.8   7
201406004  25.979854   90.896125    44.789    2336.4   1399.6   9351.0 2014 06 04 22 19 15.062  2.6 T  0.248 191 106.7  13
201406005  26.811282   89.000503    30.766    3606.9   1829.0   4190.1 2014 06 08 14 07 33.069  2.5 T  0.062 321  56.6   8
201406006  26.644177   90.349901    30.766    2797.2   8248.4  13152.5 2014 06 08 23 06 49.868  2.3 T  0.078 261  46.3   6
201406007  27.466595   88.205116     9.672    4060.8   2472.3   4616.2 2014 06 09 04 46 05.381  4.5 T  0.216 315  42.2   9
201406008  27.308091   91.433838    12.230    1853.0    771.5   2323.2 2014 06 09 22 27 29.361  2.1 T  0.094 125   8.2   6
201406009  27.343723   92.277240    17.094    4233.2   2447.7   7377.8 2014 06 11 01 03 40.060  3.4 T  0.165 259  76.0   8
201406010  25.480998   91.015605    36.078    3592.9   3415.5   8964.8 2014 06 12 18 05 43.756  2.3 T  0.210 248  84.7   7
201406011  27.608715   89.920835    17.270     738.5    762.6   2137.5 2014 06 12 22 20 49.519  2.4 T  0.099 138  23.5  10
201406012  26.909579   92.636877    46.703    1787.8   2441.5   1191.0 2014 06 14 05 24 29.884  5.2 T  0.181 294 108.5  15
201406013  26.597486   89.554341    26.273    2382.0   2049.9   1863.8 2014 06 14 21 36 07.875  2.8 T  0.263 282  29.3  10
201406014  26.477073   90.410518    25.141    1415.5   4045.1   9075.8 2014 06 16 10 33 55.571  3.1 T  0.156 246  65.5   9
201406015  26.951765   89.943548    25.199     517.5    809.7    965.7 2014 06 16 18 29 47.500  2.8 T  0.118 163  18.2  17
201406016  27.041461   89.095387    29.945    3129.8   1433.3   2835.0 2014 06 16 20 31 24.546  2.6 T  0.046 304  49.7   8
201406017  26.463966   89.482697    24.672    3363.1   3940.8   7448.9 2014 06 17 13 02 51.668  2.5 T  0.077 319  45.0   6
201406018  27.025078   89.214213    31.977    3319.6   1218.7   2492.6 2014 06 17 18 08 05.415  2.4 T  0.092 290  38.0   8
201406019  26.996408   92.569576    50.531    4724.4   5203.9  11698.9 2014 06 18 16 50 29.934  2.6 T  0.076 339 101.9   7
201406021  26.919409   92.592967    51.859    6121.7   4017.6  13246.5 2014 06 26 02 32 09.819  3.5 T  0.168 325 104.1   7
201406022  27.050471   91.728996     9.672   13988.1   1694.6   7825.3 2014 06 26 21 10 10.130  2.1 T  0.026 274  20.9   6
201406023  25.716091   90.183346    21.039    1515.0   2459.2   6508.5 2014 06 27 21 06 08.287  3.2 T  0.120 289 141.0  14
201406024  26.292356   89.882335    23.988    1019.5   1441.8   1880.9 2014 06 28 16 37 12.686  4.3 T  0.276 221  70.3  22
201406025  25.887291   90.525693    20.922    1087.6   2630.4   9622.8 2014 06 28 17 35 09.648  3.1 T  0.175 277 130.7  12
201406026  27.610763   90.209936    21.391    1145.3   2589.3   1336.2 2014 06 29 15 01 46.985  2.3 T  0.040 199   9.5   7
201407001  27.192592   89.446433    43.285    1696.2   1152.8   1673.3 2014 07 02 07 05 26.934  2.3 T  0.079 240  18.9  10
201407002  27.869612   88.007608    95.922   10392.2   4790.8  11341.3 2014 07 04 05 58 42.165  4.8 T  0.246 226 165.3  13
201407003  27.114364   89.071005    25.219    2562.3   1329.7   2092.4 2014 07 04 18 53 46.189  3.7 T  0.053 277  52.8  10
201407004  27.537860   91.386591    15.727    1609.6   1013.3   2439.7 2014 07 06 06 11 38.422  2.7 T  0.088 197  13.6   9
201407005  26.055625   91.314218    26.293    1760.5    711.2   4144.9 2014 07 06 21 06 56.073  3.9 T  0.294 162  77.0  17
201407006  25.831590   90.312723    30.141    1611.3   2769.8   9245.2 2014 07 07 01 30 06.099  3.5 T  0.138 282 131.9   8
201407007  27.002142   89.239298    32.367    2940.8   1224.3   1841.5 2014 07 09 20 20 37.091  2.7 T  0.093 287  35.7   9
201407008  26.142044   89.774319    22.914    2559.5   2124.0   7793.0 2014 07 11 00 39 17.189  3.2 T  0.074 282  82.4  11
201407009  26.456185   91.981291    49.379    2025.1   1051.0    943.2 2014 07 12 00 14 15.529  4.5 T  0.274 207  68.6  21
201407010  25.726740   90.738428    18.422    4697.3   6519.7  27400.6 2014 07 12 21 29 37.531  2.9 T  0.039 223 113.4   5
201407011  25.845515   91.518240    53.852    5469.2   2927.6   5061.8 2014 07 16 21 25 52.667  3.3 T  0.100 198  46.1   8
201407012  25.772612   90.984119    23.578    4183.8   2189.8  10366.9 2014 07 17 14 07 40.003  3.7 T  0.208 232  90.4   7
201407013  26.543423   89.216911    29.711    3139.1   2070.6   2641.2 2014 07 17 18 39 35.064  2.6 T  0.123 322  49.8   7
201407014  26.374680   89.824980    29.008    1068.6   2604.4   3561.2 2014 07 18 09 26 13.320  3.6 T  0.195 241  59.7   9
201407015  26.786708   92.620795    12.406   61427.1  10982.3  30061.4 2014 07 19 00 47 21.248  3.3 T  0.135 328 108.2   7
201407016  27.414989   88.811067    48.305    4065.4   1895.0   4839.6 2014 07 19 06 39 58.928  3.8 T  0.169 289  76.0  10
201407017  27.244607   90.344953    13.773    1089.6   1171.0   6715.4 2014 07 19 22 55 10.070  2.6 T  0.119 125  30.9   7
201407018  25.624347   91.025761    25.023    1739.8   1757.3   4030.8 2014 07 20 16 32 09.838  3.6 T  0.222 235  83.5   9
201407019  27.036136   89.191325    27.621     718.3   1098.8   1344.4 2014 07 20 16 42 48.783  3.6 T  0.168 183  40.2  13
201407020  26.349287   90.575157    32.172     912.8   2669.6   7673.9 2014 07 21 08 22 57.117  3.0 T  0.074 243  85.9   9
201407021  25.779165   90.525670    47.953    2117.6   4322.2  22650.1 2014 07 22 14 04 08.172  3.0 T  0.100 283 142.2   8
201407022  26.155560   89.926866    23.715    1133.1   1516.4   2355.1 2014 07 22 20 54 41.170  4.5 T  0.263 206  86.0  18
201407023  26.158017   89.930960    23.520     976.9   1200.7   2387.3 2014 07 22 22 58 30.486  5.0 T  0.301 206  85.9  22
201407024  26.149826   89.931000    23.988     978.3   1311.3   2505.7 2014 07 22 23 35 13.102  4.8 T  0.254 206  86.7  20
201407025  25.668581   90.747855    22.992    1104.5   1726.9   4285.3 2014 07 26 20 25 45.789  3.2 T  0.217 222 111.7  12
201407026  26.149826   90.570238    25.004     835.1   1199.0   2342.2 2014 07 27 05 35 37.109  4.0 T  0.312 191 105.2  12
201407027  25.810292   91.139868    39.281    6273.0  22323.0   9983.8 2014 07 27 14 48 30.460  3.4 T  0.215 304 130.3   8
201407028  28.013780   87.954175    44.047    2309.6   4231.7  20370.4 2014 07 28 11 31 24.237  3.5 T  0.168 325 174.4   7
201407029  27.346590   91.530993    11.645    1911.4    875.5   1543.8 2014 07 30 03 25 50.089  3.1 T  0.087 187   7.8   8
201407030  27.341676   91.530948    11.762    1226.9    627.4   1436.4 2014 07 31 17 19 45.016  2.0 T  0.130 187   7.3   9
201408001  27.731996   91.497830    64.047    1358.6   1538.9   1476.2 2014 08 02 14 44 21.568  3.0 T  0.193 271  11.7  15
201408003  26.223139   92.095418    41.781    3242.5   1010.9   4442.6 2014 08 07 18 44 23.438  3.6 T  0.146 219  76.5  11
201408004  27.430552   91.151771     9.047    4245.7   2194.7   7338.7 2014 08 08 02 58 48.017  2.3 T  0.004 246  26.7   4
201408005  27.835208   92.607584    -1.969   14447.1   7804.4   3764.3 2014 08 08 19 57 09.618  3.5 T  0.075 327 112.9   7
201408006  27.589056   90.339617    35.902     679.7   1186.6   1339.1 2014 08 10 18 21 16.520  2.8 T  0.183 136  19.4  12
201408007  27.876165   92.622280    -3.922   12623.4   6860.1   3560.6 2014 08 16 12 12 58.709  4.0 T  0.157 323 115.3   7
